fragment_a,fragment_b,source_a,source_b,index_a,index_b,label
FRAG_001567,FRAG_001377,sample_zip_018.zip,sample_zip_001.zip,9,7,0
FRAG_000898,FRAG_001113,sample_png_012.png,sample_text_008.json,1,5,0
FRAG_000214,FRAG_000215,sample_jpeg_025.jpg,sample_jpeg_025.jpg,0,1,1
FRAG_000507,FRAG_000409,sample_pdf_012.pdf,sample_pdf_008.pdf,24,19,0
FRAG_000036,FRAG_000037,sample_jpeg_004.jpeg,sample_jpeg_004.jpeg,2,3,1
FRAG_001206,FRAG_001207,sample_text_015.json,sample_text_015.json,1,2,1
FRAG_000426,FRAG_000427,sample_pdf_009.pdf,sample_pdf_009.pdf,16,17,1
FRAG_001156,FRAG_000230,sample_text_011.json,sample_pdf_001.pdf,9,5,0
FRAG_000022,FRAG_000023,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,8,9,1
FRAG_000414,FRAG_000415,sample_pdf_009.pdf,sample_pdf_009.pdf,4,5,1
FRAG_000903,FRAG_000069,sample_png_013.png,sample_jpeg_008.jpeg,0,10,0
FRAG_001018,FRAG_001019,sample_png_025.png,sample_png_025.png,7,8,1
FRAG_001312,FRAG_001313,sample_text_020.txt,sample_text_020.txt,10,11,1
FRAG_001207,FRAG_000821,sample_text_015.json,sample_png_004.png,2,6,0
FRAG_001571,FRAG_001572,sample_zip_019.zip,sample_zip_019.zip,3,4,1
FRAG_000092,FRAG_000093,sample_jpeg_011.jpeg,sample_jpeg_011.jpeg,0,1,1
FRAG_001375,FRAG_001306,sample_zip_001.zip,sample_text_020.txt,5,4,0
FRAG_000261,FRAG_000393,sample_pdf_002.pdf,sample_pdf_008.pdf,2,3,0
FRAG_001374,FRAG_000404,sample_zip_001.zip,sample_pdf_008.pdf,4,14,0
FRAG_000600,FRAG_000601,sample_pdf_017.pdf,sample_pdf_017.pdf,17,18,1
FRAG_000314,FRAG_000892,sample_pdf_005.pdf,sample_png_011.png,0,4,0
FRAG_001458,FRAG_001459,sample_zip_010.zip,sample_zip_010.zip,3,4,1
FRAG_000519,FRAG_000520,sample_pdf_013.pdf,sample_pdf_013.pdf,1,2,1
FRAG_000967,FRAG_000968,sample_png_019.png,sample_png_019.png,10,11,1
FRAG_000435,FRAG_000436,sample_pdf_009.pdf,sample_pdf_009.pdf,25,26,1
FRAG_000229,FRAG_000230,sample_pdf_001.pdf,sample_pdf_001.pdf,4,5,1
FRAG_000772,FRAG_000773,sample_pdf_025.pdf,sample_pdf_025.pdf,4,5,1
FRAG_001240,FRAG_000692,sample_text_016.json,sample_pdf_020.pdf,2,19,0
FRAG_000727,FRAG_000728,sample_pdf_022.pdf,sample_pdf_022.pdf,7,8,1
FRAG_000106,FRAG_000590,sample_jpeg_012.jpg,sample_pdf_017.pdf,7,7,0
FRAG_000934,FRAG_000935,sample_png_016.png,sample_png_016.png,7,8,1
FRAG_001521,FRAG_001522,sample_zip_015.zip,sample_zip_015.zip,1,2,1
FRAG_001236,FRAG_001237,sample_text_015.json,sample_text_015.json,31,32,1
FRAG_001528,FRAG_000131,sample_zip_015.zip,sample_jpeg_015.jpeg,8,6,0
FRAG_001109,FRAG_001110,sample_text_008.json,sample_text_008.json,1,2,1
FRAG_000461,FRAG_000233,sample_pdf_011.pdf,sample_pdf_001.pdf,8,8,0
FRAG_000683,FRAG_000684,sample_pdf_020.pdf,sample_pdf_020.pdf,10,11,1
FRAG_001494,FRAG_001495,sample_zip_013.zip,sample_zip_013.zip,4,5,1
FRAG_001208,FRAG_001557,sample_text_015.json,sample_zip_017.zip,3,13,0
FRAG_001125,FRAG_000269,sample_text_008.json,sample_pdf_002.pdf,17,10,0
FRAG_001425,FRAG_001426,sample_zip_007.zip,sample_zip_007.zip,1,2,1
FRAG_001514,FRAG_001515,sample_zip_014.zip,sample_zip_014.zip,11,12,1
FRAG_000411,FRAG_000412,sample_pdf_009.pdf,sample_pdf_009.pdf,1,2,1
FRAG_000914,FRAG_000915,sample_png_014.png,sample_png_014.png,3,4,1
FRAG_000497,FRAG_000498,sample_pdf_012.pdf,sample_pdf_012.pdf,14,15,1
FRAG_001428,FRAG_001429,sample_zip_007.zip,sample_zip_007.zip,4,5,1
FRAG_001291,FRAG_001247,sample_text_019.txt,sample_text_016.json,4,9,0
FRAG_000789,FRAG_000790,sample_pdf_025.pdf,sample_pdf_025.pdf,21,22,1
FRAG_000953,FRAG_000954,sample_png_018.png,sample_png_018.png,8,9,1
FRAG_000545,FRAG_000546,sample_pdf_014.pdf,sample_pdf_014.pdf,18,19,1
FRAG_000056,FRAG_000172,sample_jpeg_007.jpg,sample_jpeg_019.jpg,3,2,0
FRAG_001324,FRAG_000081,sample_text_021.csv,sample_jpeg_010.jpg,6,3,0
FRAG_001190,FRAG_000316,sample_text_013.csv,sample_pdf_005.pdf,2,2,0
FRAG_001257,FRAG_001258,sample_text_016.json,sample_text_016.json,19,20,1
FRAG_001462,FRAG_000683,sample_zip_010.zip,sample_pdf_020.pdf,7,10,0
FRAG_001576,FRAG_000578,sample_zip_020.zip,sample_pdf_016.pdf,0,17,0
FRAG_001418,FRAG_001419,sample_zip_006.zip,sample_zip_006.zip,8,9,1
FRAG_001082,FRAG_001442,sample_text_004.json,sample_zip_008.zip,15,10,0
FRAG_001583,FRAG_001584,sample_zip_020.zip,sample_zip_020.zip,7,8,1
FRAG_001534,FRAG_001535,sample_zip_016.zip,sample_zip_016.zip,4,5,1
FRAG_000853,FRAG_000854,sample_png_007.png,sample_png_007.png,7,8,1
FRAG_000822,FRAG_000121,sample_png_004.png,sample_jpeg_014.jpeg,7,0,0
FRAG_000340,FRAG_000341,sample_pdf_005.pdf,sample_pdf_005.pdf,26,27,1
FRAG_000478,FRAG_000479,sample_pdf_011.pdf,sample_pdf_011.pdf,25,26,1
FRAG_000419,FRAG_001372,sample_pdf_009.pdf,sample_zip_001.zip,9,2,0
FRAG_000993,FRAG_000994,sample_png_022.png,sample_png_022.png,5,6,1
FRAG_000360,FRAG_001252,sample_pdf_006.pdf,sample_text_016.json,12,14,0
FRAG_000644,FRAG_000645,sample_pdf_019.pdf,sample_pdf_019.pdf,11,12,1
FRAG_001537,FRAG_001538,sample_zip_016.zip,sample_zip_016.zip,7,8,1
FRAG_001173,FRAG_001435,sample_text_011.json,sample_zip_008.zip,26,3,0
FRAG_001310,FRAG_001311,sample_text_020.txt,sample_text_020.txt,8,9,1
FRAG_000473,FRAG_000474,sample_pdf_011.pdf,sample_pdf_011.pdf,20,21,1
FRAG_001256,FRAG_001257,sample_text_016.json,sample_text_016.json,18,19,1
FRAG_001533,FRAG_000357,sample_zip_016.zip,sample_pdf_006.pdf,3,9,0
FRAG_000408,FRAG_000409,sample_pdf_008.pdf,sample_pdf_008.pdf,18,19,1
FRAG_000138,FRAG_000187,sample_jpeg_015.jpeg,sample_jpeg_021.jpg,13,0,0
FRAG_000931,FRAG_001314,sample_png_016.png,sample_text_020.txt,4,12,0
FRAG_001114,FRAG_001115,sample_text_008.json,sample_text_008.json,6,7,1
FRAG_000359,FRAG_000856,sample_pdf_006.pdf,sample_png_008.png,11,1,0
FRAG_000631,FRAG_000632,sample_pdf_018.pdf,sample_pdf_018.pdf,28,29,1
FRAG_001490,FRAG_000870,sample_zip_013.zip,sample_png_009.png,0,1,0
FRAG_001578,FRAG_001579,sample_zip_020.zip,sample_zip_020.zip,2,3,1
FRAG_000397,FRAG_000398,sample_pdf_008.pdf,sample_pdf_008.pdf,7,8,1
FRAG_001130,FRAG_001477,sample_text_009.txt,sample_zip_011.zip,2,14,0
FRAG_000280,FRAG_000143,sample_pdf_003.pdf,sample_jpeg_016.jpeg,0,3,0
FRAG_001222,FRAG_000890,sample_text_015.json,sample_png_011.png,17,2,0
FRAG_000336,FRAG_000638,sample_pdf_005.pdf,sample_pdf_019.pdf,22,5,0
FRAG_000097,FRAG_000098,sample_jpeg_011.jpeg,sample_jpeg_011.jpeg,5,6,1
FRAG_000487,FRAG_000910,sample_pdf_012.pdf,sample_png_013.png,4,7,0
FRAG_000996,FRAG_000142,sample_png_023.png,sample_jpeg_016.jpeg,0,2,0
FRAG_000306,FRAG_001153,sample_pdf_004.pdf,sample_text_011.json,0,6,0
FRAG_000361,FRAG_000075,sample_pdf_006.pdf,sample_jpeg_009.jpeg,13,5,0
FRAG_000936,FRAG_000306,sample_png_016.png,sample_pdf_004.pdf,9,0,0
FRAG_000088,FRAG_000089,sample_jpeg_010.jpg,sample_jpeg_010.jpg,10,11,1
FRAG_000014,FRAG_000535,sample_jpeg_002.jpeg,sample_pdf_014.pdf,0,8,0
FRAG_001410,FRAG_001411,sample_zip_006.zip,sample_zip_006.zip,0,1,1
FRAG_000892,FRAG_000893,sample_png_011.png,sample_png_011.png,4,5,1
FRAG_001293,FRAG_001294,sample_text_019.txt,sample_text_019.txt,6,7,1
FRAG_001004,FRAG_001005,sample_png_023.png,sample_png_023.png,8,9,1
FRAG_000856,FRAG_000857,sample_png_008.png,sample_png_008.png,1,2,1
FRAG_000974,FRAG_001126,sample_png_021.png,sample_text_008.json,0,18,0
FRAG_001454,FRAG_001312,sample_zip_009.zip,sample_text_020.txt,10,10,0
FRAG_000182,FRAG_000183,sample_jpeg_020.jpg,sample_jpeg_020.jpg,0,1,1
FRAG_000154,FRAG_000962,sample_jpeg_017.jpg,sample_png_019.png,6,5,0
FRAG_000039,FRAG_000040,sample_jpeg_004.jpeg,sample_jpeg_004.jpeg,5,6,1
FRAG_000348,FRAG_000349,sample_pdf_006.pdf,sample_pdf_006.pdf,0,1,1
FRAG_000034,FRAG_000732,sample_jpeg_004.jpeg,sample_pdf_022.pdf,0,12,0
FRAG_000566,FRAG_001583,sample_pdf_016.pdf,sample_zip_020.zip,5,7,0
FRAG_000147,FRAG_000123,sample_jpeg_016.jpeg,sample_jpeg_014.jpeg,7,2,0
FRAG_000366,FRAG_000367,sample_pdf_006.pdf,sample_pdf_006.pdf,18,19,1
FRAG_000994,FRAG_000995,sample_png_022.png,sample_png_022.png,6,7,1
FRAG_000074,FRAG_000075,sample_jpeg_009.jpeg,sample_jpeg_009.jpeg,4,5,1
FRAG_000577,FRAG_000578,sample_pdf_016.pdf,sample_pdf_016.pdf,16,17,1
FRAG_000949,FRAG_000950,sample_png_018.png,sample_png_018.png,4,5,1
FRAG_000925,FRAG_000468,sample_png_015.png,sample_pdf_011.pdf,3,15,0
FRAG_001061,FRAG_000952,sample_text_003.log,sample_png_018.png,2,7,0
FRAG_000386,FRAG_000659,sample_pdf_007.pdf,sample_pdf_019.pdf,16,26,0
FRAG_000726,FRAG_000148,sample_pdf_022.pdf,sample_jpeg_017.jpg,6,0,0
FRAG_001129,FRAG_000563,sample_text_009.txt,sample_pdf_016.pdf,1,2,0
FRAG_000144,FRAG_000145,sample_jpeg_016.jpeg,sample_jpeg_016.jpeg,4,5,1
FRAG_000914,FRAG_000440,sample_png_014.png,sample_pdf_009.pdf,3,30,0
FRAG_000722,FRAG_000723,sample_pdf_022.pdf,sample_pdf_022.pdf,2,3,1
FRAG_000762,FRAG_000763,sample_pdf_024.pdf,sample_pdf_024.pdf,7,8,1
FRAG_001619,FRAG_001012,sample_zip_024.zip,sample_png_025.png,2,1,0
FRAG_000842,FRAG_000957,sample_png_006.png,sample_png_019.png,7,0,0
FRAG_000324,FRAG_000834,sample_pdf_005.pdf,sample_png_005.png,10,7,0
FRAG_001590,FRAG_001591,sample_zip_021.zip,sample_zip_021.zip,1,2,1
FRAG_000566,FRAG_001139,sample_pdf_016.pdf,sample_text_010.log,5,0,0
FRAG_001432,FRAG_001433,sample_zip_008.zip,sample_zip_008.zip,0,1,1
FRAG_000920,FRAG_000921,sample_png_014.png,sample_png_014.png,9,10,1
FRAG_000174,FRAG_000635,sample_jpeg_019.jpg,sample_pdf_019.pdf,4,2,0
FRAG_000211,FRAG_000300,sample_jpeg_024.jpeg,sample_pdf_003.pdf,6,20,0
FRAG_001371,FRAG_000995,sample_zip_001.zip,sample_png_022.png,1,7,0
FRAG_000936,FRAG_001129,sample_png_016.png,sample_text_009.txt,9,1,0
FRAG_001530,FRAG_001198,sample_zip_016.zip,sample_text_014.txt,0,1,0
FRAG_000168,FRAG_000558,sample_jpeg_018.jpeg,sample_pdf_015.pdf,6,9,0
FRAG_000066,FRAG_000067,sample_jpeg_008.jpeg,sample_jpeg_008.jpeg,7,8,1
FRAG_001337,FRAG_001338,sample_text_023.csv,sample_text_023.csv,0,1,1
FRAG_000723,FRAG_001260,sample_pdf_022.pdf,sample_text_016.json,3,22,0
FRAG_000746,FRAG_000747,sample_pdf_023.pdf,sample_pdf_023.pdf,4,5,1
FRAG_001281,FRAG_001208,sample_text_018.csv,sample_text_015.json,4,3,0
FRAG_000128,FRAG_000129,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,3,4,1
FRAG_001185,FRAG_001186,sample_text_012.log,sample_text_012.log,11,12,1
FRAG_001203,FRAG_000043,sample_text_014.txt,sample_jpeg_005.jpg,6,1,0
FRAG_000665,FRAG_000666,sample_pdf_019.pdf,sample_pdf_019.pdf,32,33,1
FRAG_000884,FRAG_000885,sample_png_010.png,sample_png_010.png,3,4,1
FRAG_000471,FRAG_000472,sample_pdf_011.pdf,sample_pdf_011.pdf,18,19,1
FRAG_001217,FRAG_000963,sample_text_015.json,sample_png_019.png,12,6,0
FRAG_001463,FRAG_000162,sample_zip_011.zip,sample_jpeg_018.jpeg,0,0,0
FRAG_001493,FRAG_001494,sample_zip_013.zip,sample_zip_013.zip,3,4,1
FRAG_001528,FRAG_001128,sample_zip_015.zip,sample_text_009.txt,8,0,0
FRAG_000404,FRAG_000405,sample_pdf_008.pdf,sample_pdf_008.pdf,14,15,1
FRAG_000557,FRAG_000282,sample_pdf_015.pdf,sample_pdf_003.pdf,8,2,0
FRAG_000413,FRAG_000414,sample_pdf_009.pdf,sample_pdf_009.pdf,3,4,1
FRAG_000303,FRAG_001395,sample_pdf_003.pdf,sample_zip_004.zip,23,0,0
FRAG_000746,FRAG_000764,sample_pdf_023.pdf,sample_pdf_024.pdf,4,9,0
FRAG_000175,FRAG_000176,sample_jpeg_019.jpg,sample_jpeg_019.jpg,5,6,1
FRAG_001074,FRAG_000162,sample_text_004.json,sample_jpeg_018.jpeg,7,0,0
FRAG_000382,FRAG_000029,sample_pdf_007.pdf,sample_jpeg_003.jpg,12,3,0
FRAG_001439,FRAG_001440,sample_zip_008.zip,sample_zip_008.zip,7,8,1
FRAG_000852,FRAG_000128,sample_png_007.png,sample_jpeg_015.jpeg,6,3,0
FRAG_001115,FRAG_001116,sample_text_008.json,sample_text_008.json,7,8,1
FRAG_000139,FRAG_001078,sample_jpeg_015.jpeg,sample_text_004.json,14,11,0
FRAG_000867,FRAG_000868,sample_png_008.png,sample_png_008.png,12,13,1
FRAG_000653,FRAG_000203,sample_pdf_019.pdf,sample_jpeg_023.jpeg,20,2,0
FRAG_001269,FRAG_001270,sample_text_017.txt,sample_text_017.txt,3,4,1
FRAG_001279,FRAG_001476,sample_text_018.csv,sample_zip_011.zip,2,13,0
FRAG_000883,FRAG_000299,sample_png_010.png,sample_pdf_003.pdf,2,19,0
FRAG_001546,FRAG_001266,sample_zip_017.zip,sample_text_017.txt,2,0,0
FRAG_000078,FRAG_000117,sample_jpeg_010.jpg,sample_jpeg_013.jpeg,0,5,0
FRAG_000790,FRAG_000791,sample_pdf_025.pdf,sample_pdf_025.pdf,22,23,1
FRAG_001411,FRAG_000123,sample_zip_006.zip,sample_jpeg_014.jpeg,1,2,0
FRAG_000362,FRAG_000363,sample_pdf_006.pdf,sample_pdf_006.pdf,14,15,1
FRAG_000718,FRAG_001140,sample_pdf_021.pdf,sample_text_010.log,10,1,0
FRAG_000568,FRAG_000569,sample_pdf_016.pdf,sample_pdf_016.pdf,7,8,1
FRAG_001584,FRAG_001585,sample_zip_020.zip,sample_zip_020.zip,8,9,1
FRAG_001215,FRAG_000997,sample_text_015.json,sample_png_023.png,10,1,0
FRAG_000928,FRAG_000929,sample_png_016.png,sample_png_016.png,1,2,1
FRAG_000151,FRAG_000792,sample_jpeg_017.jpg,sample_pdf_025.pdf,3,24,0
FRAG_000623,FRAG_000588,sample_pdf_018.pdf,sample_pdf_017.pdf,20,5,0
FRAG_000811,FRAG_000269,sample_png_003.png,sample_pdf_002.pdf,2,10,0
FRAG_001503,FRAG_001504,sample_zip_014.zip,sample_zip_014.zip,0,1,1
FRAG_001603,FRAG_001604,sample_zip_022.zip,sample_zip_022.zip,0,1,1
FRAG_001156,FRAG_000447,sample_text_011.json,sample_pdf_010.pdf,9,2,0
FRAG_001013,FRAG_000666,sample_png_025.png,sample_pdf_019.pdf,2,33,0
FRAG_000846,FRAG_000847,sample_png_007.png,sample_png_007.png,0,1,1
FRAG_000051,FRAG_000095,sample_jpeg_006.jpg,sample_jpeg_011.jpeg,3,3,0
FRAG_001622,FRAG_001514,sample_zip_024.zip,sample_zip_014.zip,5,11,0
FRAG_000844,FRAG_000845,sample_png_006.png,sample_png_006.png,9,10,1
FRAG_000860,FRAG_000861,sample_png_008.png,sample_png_008.png,5,6,1
FRAG_001167,FRAG_001168,sample_text_011.json,sample_text_011.json,20,21,1
FRAG_000127,FRAG_000128,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,2,3,1
FRAG_000747,FRAG_000748,sample_pdf_023.pdf,sample_pdf_023.pdf,5,6,1
FRAG_001037,FRAG_001038,sample_text_001.json,sample_text_001.json,12,13,1
FRAG_000781,FRAG_001308,sample_pdf_025.pdf,sample_text_020.txt,13,6,0
FRAG_001204,FRAG_000613,sample_text_014.txt,sample_pdf_018.pdf,7,10,0
FRAG_000918,FRAG_001624,sample_png_014.png,sample_zip_025.zip,7,1,0
FRAG_001212,FRAG_000116,sample_text_015.json,sample_jpeg_013.jpeg,7,4,0
FRAG_000228,FRAG_000229,sample_pdf_001.pdf,sample_pdf_001.pdf,3,4,1
FRAG_000838,FRAG_000839,sample_png_006.png,sample_png_006.png,3,4,1
FRAG_001027,FRAG_001028,sample_text_001.json,sample_text_001.json,2,3,1
FRAG_000314,FRAG_001286,sample_pdf_005.pdf,sample_text_018.csv,0,9,0
FRAG_000100,FRAG_000101,sample_jpeg_012.jpg,sample_jpeg_012.jpg,1,2,1
FRAG_000797,FRAG_000798,sample_png_001.png,sample_png_001.png,1,2,1
FRAG_000326,FRAG_000327,sample_pdf_005.pdf,sample_pdf_005.pdf,12,13,1
FRAG_001514,FRAG_001404,sample_zip_014.zip,sample_zip_005.zip,11,3,0
FRAG_000554,FRAG_000555,sample_pdf_015.pdf,sample_pdf_015.pdf,5,6,1
FRAG_001626,FRAG_001627,sample_zip_025.zip,sample_zip_025.zip,3,4,1
FRAG_001621,FRAG_001622,sample_zip_024.zip,sample_zip_024.zip,4,5,1
FRAG_001490,FRAG_001605,sample_zip_013.zip,sample_zip_022.zip,0,2,0
FRAG_001002,FRAG_001003,sample_png_023.png,sample_png_023.png,6,7,1
FRAG_000007,FRAG_000008,sample_jpeg_001.jpeg,sample_jpeg_001.jpeg,6,7,1
FRAG_000918,FRAG_000919,sample_png_014.png,sample_png_014.png,7,8,1
FRAG_000760,FRAG_000761,sample_pdf_024.pdf,sample_pdf_024.pdf,5,6,1
FRAG_001353,FRAG_001354,sample_text_024.txt,sample_text_024.txt,12,13,1
FRAG_001221,FRAG_001222,sample_text_015.json,sample_text_015.json,16,17,1
FRAG_001465,FRAG_000407,sample_zip_011.zip,sample_pdf_008.pdf,2,17,0
FRAG_000449,FRAG_000450,sample_pdf_010.pdf,sample_pdf_010.pdf,4,5,1
FRAG_001468,FRAG_001469,sample_zip_011.zip,sample_zip_011.zip,5,6,1
FRAG_000431,FRAG_000432,sample_pdf_009.pdf,sample_pdf_009.pdf,21,22,1
FRAG_000453,FRAG_000454,sample_pdf_011.pdf,sample_pdf_011.pdf,0,1,1
FRAG_000816,FRAG_000566,sample_png_004.png,sample_pdf_016.pdf,1,5,0
FRAG_000162,FRAG_000514,sample_jpeg_018.jpeg,sample_pdf_012.pdf,0,31,0
FRAG_001299,FRAG_001300,sample_text_019.txt,sample_text_019.txt,12,13,1
FRAG_000542,FRAG_000237,sample_pdf_014.pdf,sample_pdf_001.pdf,15,12,0
FRAG_000818,FRAG_000742,sample_png_004.png,sample_pdf_023.pdf,3,0,0
FRAG_001176,FRAG_000583,sample_text_012.log,sample_pdf_017.pdf,2,0,0
FRAG_000085,FRAG_000086,sample_jpeg_010.jpg,sample_jpeg_010.jpg,7,8,1
FRAG_000053,FRAG_000639,sample_jpeg_007.jpg,sample_pdf_019.pdf,0,6,0
FRAG_000199,FRAG_001286,sample_jpeg_022.jpg,sample_text_018.csv,6,9,0
FRAG_001256,FRAG_000653,sample_text_016.json,sample_pdf_019.pdf,18,20,0
FRAG_000929,FRAG_000930,sample_png_016.png,sample_png_016.png,2,3,1
FRAG_000314,FRAG_000932,sample_pdf_005.pdf,sample_png_016.png,0,5,0
FRAG_000903,FRAG_000904,sample_png_013.png,sample_png_013.png,0,1,1
FRAG_000083,FRAG_000084,sample_jpeg_010.jpg,sample_jpeg_010.jpg,5,6,1
FRAG_000481,FRAG_000482,sample_pdf_011.pdf,sample_pdf_011.pdf,28,29,1
FRAG_000039,FRAG_000942,sample_jpeg_004.jpeg,sample_png_017.png,5,3,0
FRAG_000507,FRAG_001394,sample_pdf_012.pdf,sample_zip_003.zip,24,9,0
FRAG_000470,FRAG_000471,sample_pdf_011.pdf,sample_pdf_011.pdf,17,18,1
FRAG_000637,FRAG_000638,sample_pdf_019.pdf,sample_pdf_019.pdf,4,5,1
FRAG_000241,FRAG_000242,sample_pdf_001.pdf,sample_pdf_001.pdf,16,17,1
FRAG_001404,FRAG_001405,sample_zip_005.zip,sample_zip_005.zip,3,4,1
FRAG_001608,FRAG_001609,sample_zip_022.zip,sample_zip_022.zip,5,6,1
FRAG_000744,FRAG_000745,sample_pdf_023.pdf,sample_pdf_023.pdf,2,3,1
FRAG_000803,FRAG_000265,sample_png_002.png,sample_pdf_002.pdf,0,6,0
FRAG_000193,FRAG_000194,sample_jpeg_022.jpg,sample_jpeg_022.jpg,0,1,1
FRAG_001161,FRAG_001162,sample_text_011.json,sample_text_011.json,14,15,1
FRAG_000095,FRAG_000096,sample_jpeg_011.jpeg,sample_jpeg_011.jpeg,3,4,1
FRAG_001319,FRAG_001320,sample_text_021.csv,sample_text_021.csv,1,2,1
FRAG_000620,FRAG_000621,sample_pdf_018.pdf,sample_pdf_018.pdf,17,18,1
FRAG_000222,FRAG_000223,sample_jpeg_025.jpg,sample_jpeg_025.jpg,8,9,1
FRAG_001486,FRAG_001487,sample_zip_012.zip,sample_zip_012.zip,4,5,1
FRAG_000324,FRAG_000152,sample_pdf_005.pdf,sample_jpeg_017.jpg,10,4,0
FRAG_000537,FRAG_000538,sample_pdf_014.pdf,sample_pdf_014.pdf,10,11,1
FRAG_000624,FRAG_000625,sample_pdf_018.pdf,sample_pdf_018.pdf,21,22,1
FRAG_000748,FRAG_000334,sample_pdf_023.pdf,sample_pdf_005.pdf,6,20,0
FRAG_000681,FRAG_000274,sample_pdf_020.pdf,sample_pdf_002.pdf,8,15,0
FRAG_000049,FRAG_001352,sample_jpeg_006.jpg,sample_text_024.txt,1,11,0
FRAG_001280,FRAG_001281,sample_text_018.csv,sample_text_018.csv,3,4,1
FRAG_001494,FRAG_000111,sample_zip_013.zip,sample_jpeg_012.jpg,4,12,0
FRAG_000319,FRAG_000320,sample_pdf_005.pdf,sample_pdf_005.pdf,5,6,1
FRAG_000555,FRAG_000628,sample_pdf_015.pdf,sample_pdf_018.pdf,6,25,0
FRAG_001281,FRAG_001282,sample_text_018.csv,sample_text_018.csv,4,5,1
FRAG_000429,FRAG_000430,sample_pdf_009.pdf,sample_pdf_009.pdf,19,20,1
FRAG_000633,FRAG_001616,sample_pdf_019.pdf,sample_zip_023.zip,0,6,0
FRAG_000693,FRAG_001391,sample_pdf_020.pdf,sample_zip_003.zip,20,6,0
FRAG_000945,FRAG_000946,sample_png_018.png,sample_png_018.png,0,1,1
FRAG_000663,FRAG_000664,sample_pdf_019.pdf,sample_pdf_019.pdf,30,31,1
FRAG_000039,FRAG_000904,sample_jpeg_004.jpeg,sample_png_013.png,5,1,0
FRAG_000943,FRAG_000944,sample_png_017.png,sample_png_017.png,4,5,1
FRAG_000493,FRAG_000494,sample_pdf_012.pdf,sample_pdf_012.pdf,10,11,1
FRAG_001569,FRAG_001570,sample_zip_019.zip,sample_zip_019.zip,1,2,1
FRAG_000132,FRAG_000133,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,7,8,1
FRAG_001252,FRAG_001574,sample_text_016.json,sample_zip_019.zip,14,6,0
FRAG_000712,FRAG_000713,sample_pdf_021.pdf,sample_pdf_021.pdf,4,5,1
FRAG_001453,FRAG_001454,sample_zip_009.zip,sample_zip_009.zip,9,10,1
FRAG_000378,FRAG_000106,sample_pdf_007.pdf,sample_jpeg_012.jpg,8,7,0
FRAG_000977,FRAG_000013,sample_png_021.png,sample_jpeg_001.jpeg,3,12,0
FRAG_000330,FRAG_000331,sample_pdf_005.pdf,sample_pdf_005.pdf,16,17,1
FRAG_000287,FRAG_000093,sample_pdf_003.pdf,sample_jpeg_011.jpeg,7,1,0
FRAG_001617,FRAG_001293,sample_zip_024.zip,sample_text_019.txt,0,6,0
FRAG_000920,FRAG_001207,sample_png_014.png,sample_text_015.json,9,2,0
FRAG_000244,FRAG_000245,sample_pdf_001.pdf,sample_pdf_001.pdf,19,20,1
FRAG_000306,FRAG_001118,sample_pdf_004.pdf,sample_text_008.json,0,10,0
FRAG_000924,FRAG_000716,sample_png_015.png,sample_pdf_021.pdf,2,8,0
FRAG_000567,FRAG_001484,sample_pdf_016.pdf,sample_zip_012.zip,6,2,0
FRAG_001488,FRAG_001489,sample_zip_012.zip,sample_zip_012.zip,6,7,1
FRAG_000823,FRAG_001025,sample_png_004.png,sample_text_001.json,8,0,0
FRAG_000243,FRAG_000954,sample_pdf_001.pdf,sample_png_018.png,18,9,0
FRAG_001124,FRAG_001125,sample_text_008.json,sample_text_008.json,16,17,1
FRAG_001036,FRAG_001037,sample_text_001.json,sample_text_001.json,11,12,1
FRAG_000954,FRAG_000955,sample_png_018.png,sample_png_018.png,9,10,1
FRAG_000079,FRAG_000080,sample_jpeg_010.jpg,sample_jpeg_010.jpg,1,2,1
FRAG_000708,FRAG_001493,sample_pdf_021.pdf,sample_zip_013.zip,0,3,0
FRAG_001261,FRAG_000836,sample_text_016.json,sample_png_006.png,23,1,0
FRAG_001381,FRAG_001179,sample_zip_002.zip,sample_text_012.log,1,5,0
FRAG_001133,FRAG_001134,sample_text_009.txt,sample_text_009.txt,5,6,1
FRAG_001390,FRAG_000792,sample_zip_003.zip,sample_pdf_025.pdf,5,24,0
FRAG_000084,FRAG_000085,sample_jpeg_010.jpg,sample_jpeg_010.jpg,6,7,1
FRAG_001074,FRAG_001075,sample_text_004.json,sample_text_004.json,7,8,1
FRAG_000936,FRAG_000937,sample_png_016.png,sample_png_016.png,9,10,1
FRAG_000925,FRAG_000926,sample_png_015.png,sample_png_015.png,3,4,1
FRAG_000689,FRAG_000059,sample_pdf_020.pdf,sample_jpeg_008.jpeg,16,0,0
FRAG_000921,FRAG_000508,sample_png_014.png,sample_pdf_012.pdf,10,25,0
FRAG_000517,FRAG_000168,sample_pdf_012.pdf,sample_jpeg_018.jpeg,34,6,0
FRAG_000859,FRAG_001103,sample_png_008.png,sample_text_007.csv,4,5,0
FRAG_001538,FRAG_001539,sample_zip_016.zip,sample_zip_016.zip,8,9,1
FRAG_000176,FRAG_000177,sample_jpeg_019.jpg,sample_jpeg_019.jpg,6,7,1
FRAG_001099,FRAG_001100,sample_text_007.csv,sample_text_007.csv,1,2,1
